Samples,Assignments,Mean_Error_PPM,StDev_Error_PPM,CHON_ct,CHO_ct,DBE_Mean,AI_Mean,AImod_Mean,NOSC_Mean,NOSC_StDev,NOSC_median,OC_Mean,OC_StDev,OC_median,HC_Mean,HC_StDev,HC_median,C_mean,GFE_Mean,Lignin_ct,ConHC_ct,Lipid_ct,UnsatHC_ct,Protein_ct,AminoSugar_ct,Carb_ct,Tannin_ct,Other_ct,Lignin,ConHC,Lipid,UnsatHC,Protein,AminoSugar,Carb,Tannin,Other,CHO,CHON,Site,Depth,Sample_ID,biome_name,latitude,longitude,mean_GWC,K_mg_per_kg,SO4.S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,Ca_Meq_per_100_g,Mg_Meq_per_100_g,Na_Meq_per_100_g,Total_Bases_Meq_per_100_g,CEC_Meq_per_100_g,TKN_pct,Total_Sulfur_pct,Total_Nitrogen_pct,Total_Carbon_pct,C_to_N_ratio,NO3.N_mg_per_g_of_soil_mean,NH4.N_mg_per_g_of_soil_mean,NO3.N_mg_per_g_of_soil_median,NH4.N_mg_per_g_of_soil_median,NO3.N_mg_per_g_of_soil_standard_deviation,NH4.N_mg_per_g_of_soil_standard_deviation,NO3.N_mg_per_g_of_soil_standard_error,NH4.N_mg_per_g_of_soil_standard_error,P_Bicarb_mg_per_g_of_soil_mean,P_Bicarb_mg_per_g_of_soil_median,P_Bicarb_mg_per_g_of_soil_standard_deviation,P_Bicarb_mg_per_g_of_soil_standard_error,pH,P_Extract,B.glucosidase_ug_pNP_per_g_per_hour,B.glucosidase_activity_nmol_B.gluc_per_g_soil_per_hour,Respiration_96_h_ug_CO2.C_per_g_soil_per_day,Respiration_24_h_ug_CO2.C_per_g_soil_per_day,Sand_pct,Silt_pct,Clay_pct,WEOC_mean,WETN_mean,WEOC_sd,WETN_sd,WEOC_se,WETN_se,salt_C_mean,salt_N_mean,MBC_mean,MBN_mean,salt_C_sd,salt_N_sd,MBC_sd,MBN_sd,salt_C_se,salt_N_se,MBC_se,MBN_se,ROI.volume.xyz,Voxel.size,connected.pores,pore.size.distribution_0.0.1mm,pore.size.distribution_0.1.0.2mm,pore.size.distribution_0.2.0.3mm,pore.size.distribution_0.3.0.4mm,pore.size.distribution_0.4.0.5mm,pore.size.distribution_0.5.0.75mm,pore.size.distribution_0.75.1mm,pore.size.distribution_1.0.5.0mm,pore.size.distribution_5.0.10.0mm,pore.size.distribution_10.0.25.0mm,pore.size.distribution_25.0.50.0mm,pore.size.distribution_.50.0mm,pore.size.min,pore.size.max,pore.size.mean,pore.size.median,pore.size.variance,pore.volume.mean,pore.volume.fraction,wet.bulk.density,pnm.abs.permeability_x,pnm.total.flow.rate_x,pnm.tortuosity_x,pnm.abs.permeability_y,pnm.total.flow.rate_y,pnm.tortuosity_y,pnm.abs.permeability_z,pnm.total.flow.rate_z,pnm.tortuosity_z,BiomeType
OSBS_BTM,3749,0.045367767,0.038785126,1068,2681,9.186182982,0.093708335,0.257572566,-0.111046416,0.551105671,-0.086956522,0.528561365,0.161581971,0.523809524,1.227603716,0.366928176,1.2,20.16751134,63.46482287,1795,451,138,5,526,178,98,553,5,0.478794345,0.120298746,0.036809816,0.001333689,0.140304081,0.047479328,0.026140304,0.147506002,0.001333689,0.715124033,0.284875967,OSBS,BTM,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.056,39,3,0.16,0.2,0.5,0.1,39,0.35,0.09,0.06,0.6,0.96,0.054,33.35,0.054,0.297,5.5,0.0005,0.0009,0.0003,0.001,0.07,0.06,0.07,0.03,0.0015,0.0015,0,0,5.09,,1.7,,,7.3,92.2,1,6.9,0.018840505,0.001457506,0.000831276,4.56E-05,2.54737068,1.804528464,0.03152702,0.003084586,0.03555159,0.004590229,0.002351476,0.000343503,0.000579879,0.000230635,0.001357625,0.000198321,0.000334793,0.000133157,,0.0381,86.76,742926,253956,39817,8436,2138,1095,147,58,0,0,1,0,0.047327,31.36294,0.089308,0.070245,0.003606,0.008217,13.41,1.86,530.3367,7562.567,1.59,591.333,10270.01,1.609,121.1398,1231.21,1.71,Temp_Conif_Forests
OSBS_BTM,3749,0.045367767,0.038785126,1068,2681,9.186182982,0.093708335,0.257572566,-0.111046416,0.551105671,-0.086956522,0.528561365,0.161581971,0.523809524,1.227603716,0.366928176,1.2,20.16751134,63.46482287,1795,451,138,5,526,178,98,553,5,0.478794345,0.120298746,0.036809816,0.001333689,0.140304081,0.047479328,0.026140304,0.147506002,0.001333689,0.715124033,0.284875967,OSBS,BTM,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.056,39,3,0.16,0.2,0.5,0.1,39,0.35,0.09,0.06,0.6,0.96,0.054,33.35,0.054,0.297,5.5,0.0005,0.0009,0.0003,0.001,0.07,0.06,0.07,0.03,0.0014,0.0014,0,0,5.09,,1.7,,,7.3,92.2,1,6.9,0.018840505,0.001457506,0.000831276,4.56E-05,2.54737068,1.804528464,0.03152702,0.003084586,0.03555159,0.004590229,0.002351476,0.000343503,0.000579879,0.000230635,0.001357625,0.000198321,0.000334793,0.000133157,,0.0381,86.76,742926,253956,39817,8436,2138,1095,147,58,0,0,1,0,0.047327,31.36294,0.089308,0.070245,0.003606,0.008217,13.41,1.86,530.3367,7562.567,1.59,591.333,10270.01,1.609,121.1398,1231.21,1.71,Temp_Conif_Forests
OSBS_TOP,5074,0.051575644,0.046074139,1538,3536,10.16752069,0.112579921,0.289117877,-0.080611464,0.58479594,0,0.518500959,0.16690467,0.515151515,1.178835433,0.384055596,1.161290323,21.46787544,62.59742672,2307,902,202,32,682,184,98,659,8,0.454670871,0.177769019,0.0398108,0.006306661,0.134410721,0.036263303,0.019314151,0.129877808,0.001576665,0.696886086,0.303113914,OSBS,TOP,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.062,92,2,0.14,0.2,2.3,0.1,33,1.59,0.5,0.1,2.43,1.7,0.058,30.12,0.058,0.818,14.103,0.0004,0.001,0.0003,0.001,0.03,0,0.03,0,0.0017,0.0015,0.06,0.03,5.08,,7.2,,,15.2,91.3,1.9,6.9,0.032539707,0.002599137,0.007557671,0.000810446,13.40953466,18.00254834,0.033755446,0.003648255,0.0768026,0.009688609,0.002286687,3.33E-05,0.001518699,0.000247265,0.00132022,1.92E-05,0.000876821,0.000142758,,0.0381,66.68,722905,263307,47488,10362,2822,1447,173,69,0,0,1,0,0.047327,25.00626,0.094054,0.075088,0.004125,0.00414,8.85,1.98,124.5097,1787.965,1.79,142.3717,2460.248,1.68,100.9725,1017.642,1.63,Temp_Conif_Forests
OSBS_TOP,5074,0.051575644,0.046074139,1538,3536,10.16752069,0.112579921,0.289117877,-0.080611464,0.58479594,0,0.518500959,0.16690467,0.515151515,1.178835433,0.384055596,1.161290323,21.46787544,62.59742672,2307,902,202,32,682,184,98,659,8,0.454670871,0.177769019,0.0398108,0.006306661,0.134410721,0.036263303,0.019314151,0.129877808,0.001576665,0.696886086,0.303113914,OSBS,TOP,1000S_OSBS,Temperate Conifer Forests,29.691389,-81.988611,1.062,92,2,0.14,0.2,2.3,0.1,33,1.59,0.5,0.1,2.43,1.7,0.058,30.12,0.058,0.818,14.103,0.0004,0.001,0.0003,0.001,0.03,0,0.03,0,0.0017,0.0015,0.06,0.03,6.01,,7.2,,,15.2,91.3,1.9,6.9,0.032539707,0.002599137,0.007557671,0.000810446,13.40953466,18.00254834,0.033755446,0.003648255,0.0768026,0.009688609,0.002286687,3.33E-05,0.001518699,0.000247265,0.00132022,1.92E-05,0.000876821,0.000142758,,0.0381,66.68,722905,263307,47488,10362,2822,1447,173,69,0,0,1,0,0.047327,25.00626,0.094054,0.075088,0.004125,0.00414,8.85,1.98,124.5097,1787.965,1.79,142.3717,2460.248,1.68,100.9725,1017.642,1.63,Temp_Conif_Forests
PETF_BTM,3702,0.055859625,0.050085186,1355,2347,12.98163155,0.124691922,0.410471693,0.32192149,0.496900014,0.421052632,0.591547577,0.126277546,0.590909091,0.937477642,0.314277042,0.888888889,21.56753106,51.12523754,1421,1369,40,0,153,35,7,675,2,0.383846569,0.369800108,0.01080497,0,0.041329011,0.009454349,0.00189087,0.182333874,0.000540249,0.633981632,0.366018368,PETF,BTM,1000S_PETF,Temperate Conifer Forests,41.553175,-70.639839,,11,10,0.31,1.6,10.2,0.7,40,3.64,0.64,0.1,4.41,4.87,0.136,69.88,0.136,1.26,9.265,,,,,0.03,0.15,0.03,0.09,,,0.58,0.33,6.42,,,45.41,15.72,35.93,40.11,41.92,17.97,0.114641153,0.010237033,0.002774806,8.82E-05,1.397434698,0.497395036,,,,,,,,,,,,,,0.0381,67.23,1001158,42903,3032,837,330,243,46,24,0,1,0,0,0.047327,19.7681,0.06252,0.04732,0.000857,0.000796,4.83,2.41,6.5721,86.8812,1.59,8.609,166.257,1.7,916.5172,8160.9048,1.56,Temp_Conif_Forests
PETF_TOP,4706,0.055509294,0.05083699,1924,2782,12.56141096,0.136946029,0.402824677,0.319875338,0.524760288,0.4,0.589595336,0.144078279,0.588235294,0.953392201,0.328297753,0.904761905,20.97237569,51.18355287,1782,1680,56,2,213,71,20,868,14,0.378665533,0.356991075,0.011899703,0.000424989,0.045261368,0.015087123,0.004249894,0.184445389,0.002974926,0.591160221,0.408839779,PETF,TOP,1000S_PETF,Temperate Conifer Forests,41.553175,-70.639839,,56,10,0.2,1,6.1,0.5,95,3.61,0.95,0.09,4.79,7.79,0.219,152.63,0.219,2.192,10.009,,,,,0,0.25,0,0.15,,,0.58,0.33,5.81,,,98.85,52.99,91.71,42.01,39.99,18,0.173208606,0.019539568,0.00690396,0.000720067,2.301273062,2.127634693,,,,,,,,,,,,,,0.0381,85.83,898578,81646,12711,3464,1284,854,174,59,1,1,0,0,0.047271,21.378,0.0662,0.04759,0.002454,0.005907,7.46,2.32,57.04,771.2588,1.7912,1025.665,19569.01,1.68,130.971,737.238,1.68,Temp_Conif_Forests
PHTU_BTM,4563,0.059521488,0.054358925,1317,3246,13.14047776,0.133539942,0.397085971,0.292291754,0.519918564,0.37037037,0.592507072,0.149864448,0.588235294,0.950535226,0.31350836,0.923076923,22.33289503,51.96968501,1852,1539,41,0,175,44,10,878,24,0.405873329,0.337278107,0.008985317,0,0.038351961,0.009642779,0.002191541,0.192417269,0.005259698,0.711374096,0.288625904,PHTU,BTM,1000S_PHTU,Temperate Broadleaf & Mixed Forests,39.982739,-75.154164,1.205,68,3,0.13,1.2,0.8,0.3,26,4.18,0.35,0.04,4.74,15.38,0.083,16.56,0.083,1.393,16.783,0.0004,0.0007,0.0004,0.0007,0,0,0,0,0.008,0.008,0,0,7.08,,,31.01,45.37,75.4,80.05,9.97,9.97,0.099162597,0.013443843,0.008836008,0.001242068,5.144552464,5.334102688,0.04979544,0.006563494,0.075642246,0.011870366,0.000788587,0.00041138,0.001301241,0.0003189,0.000321939,0.000167945,0.000531229,0.000130191,,0.0381,51.42,920260,108261,15330,3024,864,587,139,108,0,1,0,0,0.047327,21.618,0.07591,0.05958,0.00238,0.001731,7.49,2.21,1.5318,22.56,1.68,20.32,349.142,1.65,5.0316,49.7993,1.93,Temp_Forests
PHTU_TOP,3156,0.046081875,0.042644665,824,2332,11.45659062,0.118961601,0.383784935,0.232760892,0.562799016,0.352941176,0.583458978,0.149404361,0.586206897,0.994171391,0.352929605,0.933333333,19.8995564,53.66631458,1159,1021,70,1,225,57,14,604,5,0.367237009,0.323510773,0.022179975,0.000316857,0.071292776,0.018060837,0.004435995,0.191381496,0.001584284,0.738910013,0.261089987,PHTU,TOP,1000S_PHTU,Temperate Broadleaf & Mixed Forests,39.982739,-75.154164,1.168,34,6,0.11,0.4,1.7,0.5,35,4.32,0.46,0.04,4.91,5.89,0.127,72.86,0.127,1.701,13.394,0.0006,0.0008,0.0007,0.0007,0.03,0.06,0.03,0.03,0.0078,0.0078,0,0,7.09,,,92.52,21.81,44.83,88.03,3.99,7.98,0.063249206,0.021716194,0.001461578,0.000945951,1.334155072,2.514920593,0.048804955,0.007942472,0.131992705,0.024465237,0.000425392,0.000401072,0.002438565,0.000303902,0.000173666,0.000163737,0.00099554,0.000124067,,0.0381,75.5,914260,115929,13648,2913,919,651,160,93,0,0,1,0,0.047327,26.122,0.07422,0.0596,0.00228,0.002794,9.02,2.22,278.045,4022.209,1.59,445.659,7813.65,1.57,39.748,393.52,2.01,Temp_Forests
PPRH_BTM,1578,0.033605403,0.02661845,317,1261,8.152091255,0.050318875,0.240088196,-0.214703727,0.497760687,-0.19047619,0.505090665,0.135839667,0.5,1.266169901,0.309782948,1.222222222,18.93029151,66.41905623,918,57,55,0,267,78,20,183,0,0.581749049,0.036121673,0.034854246,0,0.169201521,0.049429658,0.012674271,0.115969582,0,0.799112801,0.200887199,PPRH,BTM,1000S_PPRH,Temperate Broadleaf & Mixed Forests,40.050291,-75.033307,1.204,86,14,0.58,6.7,11.1,4.3,50,10.04,1.52,0.13,11.91,11.83,0.164,222,0.164,10.648,64.927,0.0007,0.0006,0.0007,0.0004,0.06,0.12,0.06,0.07,0.0141,0.0169,0.58,0.33,6.71,,,4.9,6.02,11.36,40.53,38.97,20.51,0.013609893,0.003853524,0.000843661,8.09E-05,3.578924672,1.211942612,0.046455002,0.005199317,0.072982726,0.007739399,0.003291654,0.000151234,0.001467842,0.00042757,0.001343812,6.17E-05,0.000599244,0.000174555,,0.0381,83.93,1033741,14151,472,111,38,40,10,10,0,1,0,0,0.04732,24.895,0.06115,0.04732,0.000512,0.0011683,7.1,2.93,55.0489,576.573,1.7,765.922,10098.93,1.69,20.193,268.48,2.39,Temp_Forests
PPRH_TOP,1489,0.03707217,0.02939384,313,1176,10.09872398,0.056827354,0.31842464,0.09414198,0.484340392,0.166666667,0.569356058,0.126547845,0.571428571,1.088792007,0.284738594,1.055555556,19.39825386,57.61695356,815,217,12,0,116,24,4,301,0,0.547347213,0.145735393,0.0080591,0,0.077904634,0.0161182,0.002686367,0.202149093,0,0.789791807,0.210208193,PPRH,TOP,1000S_PPRH,Temperate Broadleaf & Mixed Forests,40.050291,-75.033307,1.36,115,3,0.08,0.6,2,0.7,48,11.41,2.07,0.08,13.85,9.43,0.283,240.2,0.283,3.02,10.671,0.0016,0.0012,0.0016,0.0012,0,0,0,0,0.019,0.019,0,0,6.42,,,119.53,2.74,7.53,26.03,55.98,17.99,0.023908721,0.036239727,0.000678705,0.00127866,1.63894357,2.037086009,0.057411243,0.010457656,0.089148821,0.017333335,0.001562028,0.000361155,0.001326024,0.000193423,0.000637695,0.000147441,0.000541347,7.90E-05,,0.0381,74.91,1000900,43409,2823,774,309,266,52,40,0,1,0,0,0.04732,23.62405,0.062415,0.04732,0.00102,0.00151,6.75,2.64,8.6501,123.608,1.95,22.005,388.7201,1.67,8.089,79.927,1.77,Temp_Forests
PRS1_BTM,6002,0.062088932,0.054883375,3000,3002,13.08430523,0.130940227,0.40378059,0.339055529,0.50568264,0.387096774,0.58713274,0.137718367,0.583333333,0.943029135,0.30763564,0.923076923,22.15411529,50.63691743,2573,2107,17,0,152,51,12,1079,11,0.428690437,0.35104965,0.002832389,0,0.025324892,0.008497168,0.001999334,0.179773409,0.001832722,0.500166611,0.499833389,PRS1,BTM,1000S_PRS1,Deserts & Xeric Shrublands,46.251743,-119.728729,1.144,553,2,0.35,0.6,3.4,0.6,10,15.3,2.68,0.1,19.5,14.62,0.229,246.17,0.229,2.311,10.092,8,1.24,8.12,1.35,0.2,0.2,0.11,0.11,,,,,7.71,,,175.65,17.02,37.82,60.09,27.94,11.97,0.184144014,0.023571796,0.03316307,0.007323823,10.39768102,17.93843512,0.263882952,0.032612752,0.739156877,0.090099766,0.005878944,0.001122612,0.002096217,0.000642942,0.002400069,0.000458305,0.000855777,0.00026248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Shrubland
PRS1_TOP,3341,0.044235021,0.038520114,1550,1791,11.69560012,0.139089789,0.426118864,0.37087398,0.535729981,0.466666667,0.593280738,0.135334099,0.6,0.929010539,0.326841887,0.882352941,19.10356181,49.73009156,1189,1300,22,0,164,45,8,609,4,0.355881473,0.389105058,0.006584855,0,0.0490871,0.013469021,0.002394493,0.182280754,0.001197246,0.536067046,0.463932954,PRS1,TOP,1000S_PRS1,Deserts & Xeric Shrublands,46.251743,-119.728729,1.129,598,8,0.51,4.6,3.9,2.5,16,11.13,1.74,0.15,14.55,25.99,0.089,116.67,0.089,0.854,9.596,1.11,1.45,1.34,1.67,0.39,0.7,0.22,0.4,,,,,7.75,,,50.14,15.54,26.5,58.02,31.99,10,0.069982235,0.008407814,0.008557028,0.001505234,7.059508935,10.33618564,0.10249994,0.016275662,0.181980888,0.028710084,0.033861741,0.01307369,0.010304347,0.004436356,0.013823998,0.005337312,0.004206732,0.001811135,,0.0381,78.3,991948,49197,4952,1403,502,408,108,55,0,1,0,0,0.04732,21.236,0.06176,0.04732,0.0014,0.002146,4.74,2.49,243.306,344.576,1.51,384.22,6817.039,1.56,1.51,14.902,2.47,Desert_Shrubland
PRS2_BTM,2880,0.039715202,0.032925809,1199,1681,9.979166667,0.074076824,0.318006875,0.125980202,0.529868015,0.19047619,0.56371856,0.130576723,0.565217391,1.096964317,0.317827654,1.076923077,19.17395833,56.70956423,1457,543,26,0,241,72,18,520,3,0.505902778,0.188541667,0.009027778,0,0.083680556,0.025,0.00625,0.180555556,0.001041667,0.583680556,0.416319444,PRS2,BTM,1000S_PRS2,Deserts & Xeric Shrublands,46.251755,-119.728843,1.112,360,5,0.92,1.8,7.8,0.6,15,11.44,2.02,0.1,14.48,12.4,0.039,72.41,0.039,0.25,6.41,8.25,0.66,8.25,0.66,0,0,0,0,,,,,8.58,,,19.85,4.6,7.28,54.02,35.99,10,0.050121576,0.013279896,0.001880983,0.000685173,2.166703427,2.97882394,0.186875037,0.059813366,0.140250895,0.043658926,0.005146051,0.001553552,0.006531869,0.001674093,0.002100866,0.000634235,0.002666624,0.000683446,,0.0381,81.99,992312,49071,5081,1185,468,339,85,32,0,1,0,0,0.047327,18.5184,0.06082,0.04732,0.001145,0.001891,2.98,2.5,103.2945,1480.82,1.54,73.697,1290.804,1.54,57.308,567.217,1.86,Desert_Shrubland
PRS2_TOP,5182,0.053048964,0.047325946,2547,2635,12.52354303,0.146378884,0.420911275,0.343557298,0.574995743,0.440972222,0.583829583,0.147202293,0.583333333,0.936219507,0.348222071,0.882352941,20.67753763,50.50861701,1855,2049,45,0,302,65,14,841,11,0.357969896,0.395407179,0.008683906,0,0.058278657,0.01254342,0.00270166,0.162292551,0.002122733,0.50849093,0.49150907,PRS2,TOP,1000S_PRS2,Deserts & Xeric Shrublands,46.251755,-119.728843,1.138,1498,11,0.76,1.4,4.8,0.6,15,9.98,2.49,0.09,16.4,13.23,0.18,188.92,0.18,1.728,9.6,4.15,1.91,4.04,2.02,0.19,0.19,0.11,0.11,,,,,8.09,,,188.76,34.88,50.29,56.1,31.93,11.97,0.153644175,0.021318226,0.000851035,0.000218645,0.319794407,0.592145759,0.255002453,0.024278013,0.604626004,0.094775122,0.005634621,0.000784203,0.009095072,0.001478644,0.002300324,0.000320149,0.003713048,0.000603654,,0.0381,97.97,498425,46363,5401,1344,464,346,59,38,0,0,1,0,0.04732,30.726,0.06606,0.04752,0.00328,0.02798,11.36,2.46,2150.914,30412.04,1.53,1751.62,30839.002,1.63,34.455,343.243,2.3,Desert_Shrubland
RMNP_BTM,6513,0.052655088,0.046624095,2260,4253,11.12513435,0.126775846,0.31626124,0.038844545,0.580670051,0.068965517,0.541555498,0.169153081,0.533333333,1.115229467,0.37575374,1.095238095,21.95501305,59.19293048,2953,1423,163,13,619,214,136,971,21,0.453400891,0.218486105,0.025026869,0.001996008,0.095040688,0.032857362,0.020881314,0.149086442,0.003224321,0.653001689,0.346998311,RMNP,BTM,1000S_RMNP,Temperate Conifer Forests,40.20332,-105.480967,1.029,,,,,,,,,,,,,,,,,,0.0003,0.0008,0.0003,0.0009,0,0.06,0,0.03,0.0161,0.0166,0.12,0.07,5.67,,10.7,,,14,65.1,21.8,13.1,0.134751967,0.004909709,0.003450133,0.000105108,1.47822359,1.236004217,0.040359213,0.000727802,0.100621758,0.006111895,0.001074103,0.000390167,0.029412738,0.000587029,0.000620134,0.000225263,0.016981452,0.000338921,,0.0381,62.66,981623,55649,6907,2387,980,769,169,89,0,1,0,0,0.047327,19.47246,0.064348,0.047327,0.002145,0.002085,4.48,2.2,286.2818,4165.752,1.5,2976.069,51560.18,1.26,0.304632,3.050967,1.94,Temp_Conif_Forests
RMNP_TOP,8759,0.059122679,0.052810474,3607,5152,11.45610229,0.159649236,0.331828498,0.0414155,0.612920713,0.064516129,0.527038249,0.179433078,0.518518519,1.101864461,0.38691156,1.083333333,22.37047608,59.11965824,3915,2098,234,33,842,259,174,1166,38,0.446968832,0.23952506,0.026715378,0.003767553,0.096129695,0.029569586,0.019865281,0.133120219,0.004338395,0.588194999,0.411805001,RMNP,TOP,1000S_RMNP,Temperate Conifer Forests,40.20332,-105.480967,1.052,,,,,,,,,,,,,,,,,,0.0015,0.0015,0.0016,0.0016,0.03,0.06,0.03,0.03,0.0359,0.0368,0.51,0.3,5.55,,56.3,,,67.7,67.2,23.8,9.1,0.106416514,0.006733148,0.023172202,0.001618326,12.57180558,13.87672902,0.048733612,0.004638171,0.201604375,0.021298819,0.002527765,0.000508713,0.01145202,0.000965738,0.001459406,0.000293705,0.006611827,0.000557569,,0.0381,92.25,930344,96912,14544,4177,1378,999,159,60,0,0,1,0,0.047327,29.28608,0.068379,0.05612,0.002456,0.00869,10.27,2.04,352.9036,5070.235,1.74,794.372,13867.56,1.64,172.7662,1762.033,1.89,Temp_Conif_Forests
SCBI_BTM,1585,0.03467592,0.029208464,411,1174,7.058044164,0.078785751,0.209175719,-0.304255248,0.516213772,-0.266666667,0.49205645,0.144952327,0.5,1.350536073,0.344525536,1.307692308,17.73501577,68.97127456,824,47,99,3,318,107,35,150,2,0.519873817,0.029652997,0.062460568,0.001892744,0.200630915,0.067507886,0.022082019,0.094637224,0.00126183,0.740694006,0.259305994,SCBI,BTM,1000S_SCBI,Temperate Broadleaf & Mixed Forests,38.8896,-78.13865,1.188,,,,,,,,,,,,,,,,,,0.0011,0.0011,0.0011,0.0011,0.06,0,0.06,0,0.0022,0.0017,0.12,0.07,6.37,,6.7,,,29.4,27.1,33.8,39.1,0.032738694,0.003065387,0.002103797,0.001720894,3.710067359,32.41217737,0.050223967,0.005764816,0.019062423,0.003916335,0.001899586,0.001162632,0.001323612,0.000352422,0.001096726,0.000671246,0.000764188,0.000203471,,0.381,82.35,1013623,29519,3523,1065,414,302,73,54,0,1,0,0,0.047327,24.04913,0.05961,0.047327,0.00077,0.001547,6.37,3.07,104.799,1507.917,1.65,232.3884,4050.597,1.6,14.99615,151.5846,1.89,Temp_Forests
SCBI_TOP,5333,0.043448591,0.036248009,2471,2862,10.24732796,0.140930208,0.341803889,0.107029172,0.632186015,0.153846154,0.541699204,0.167775239,0.538461538,1.093424538,0.402038449,1.058823529,19.46615413,57.24966859,2128,1396,123,50,634,179,98,704,21,0.399024939,0.26176636,0.023063941,0.009375586,0.11888243,0.033564598,0.018376149,0.132008251,0.003937746,0.536658541,0.463341459,SCBI,TOP,1000S_SCBI,Temperate Broadleaf & Mixed Forests,38.8896,-78.13865,1.319,,,,,,,,,,,,,,,,,,0.0017,0.0049,0.0016,0.0047,0.03,0.06,0.03,0.03,0.0037,0.0037,0,0,6.72,,51,,,727.1,27.1,39.8,33.1,0.252448858,0.038898963,0.052028124,0.008155103,11.89882648,12.10405217,0.076744516,0.01588461,0.114399415,0.042280682,0.008705726,0.000405299,0.052533799,0.023640192,0.005026253,0.000234,0.030330403,0.013648671,,0.381,98.57,996402,45464,4743,1245,429,244,39,7,0,0,1,0,0.047327,40.0929,0.059897,0.047327,0.001779,0.019769,24.67,2.67,8406.249,121359.6,1.71,15945.32,278336.8,1.65,5213.507,52824.75,1.66,Temp_Forests
SERC_BTM,6535,0.051475665,0.045186255,2787,3748,10.32333588,0.135422691,0.283553835,-0.06738957,0.531713891,0,0.514779406,0.159316081,0.5,1.185947748,0.361832267,1.166666667,21.76985463,62.22060275,3349,984,178,11,742,252,191,811,17,0.512471308,0.150573833,0.02723795,0.001683244,0.113542464,0.038561591,0.029227238,0.124100995,0.002601377,0.573527161,0.426472839,SERC,BTM,1000S_SERC,Temperate Broadleaf & Mixed Forests,38.8912,-76.56173,1.264,125,28,0.45,1.6,8.3,0.7,158,1.35,0.61,0.09,2.37,11.89,0.12,135.59,0.12,1.286,10.717,0.0006,0.0016,0.0008,0.0015,0.03,0.06,0.03,0.03,0.0307,0.0301,0.12,0.07,4.61,,10,,,28.7,45.1,27.8,27.1,0.076426736,0.003924392,0.016456208,0.000742748,12.43150864,10.92718423,0.087306995,0.008909214,0.123107861,0.014594832,0.000378395,0.000991403,0.059851571,0.006226625,0.000218466,0.000572387,0.034555321,0.003594944,,0.0381,87.11,984963,49271,8865,2963,1264,909,217,121,0,1,0,0,0.047327,24.79838,0.061997,0.047327,0.002206,0.005421,6.61,2.34,322.1213,4667.878,1.63,130.5825,2272.8,1.73,364.5026,3686.708,1.6,Temp_Forests
SERC_TOP,6621,0.050121372,0.042391634,2875,3746,10.73568947,0.137849879,0.303829278,0.014348259,0.553165027,0,0.531875405,0.168829866,0.523809524,1.142772788,0.372046767,1.125,21.56728591,59.8910746,3063,1296,124,64,687,234,204,936,13,0.46261894,0.195740825,0.018728289,0.009666214,0.103760761,0.035342093,0.030811056,0.141368373,0.00196345,0.565775563,0.434224437,SERC,TOP,1000S_SERC,Temperate Broadleaf & Mixed Forests,38.8912,-76.56173,1.551,194,23,0.36,4.5,35.5,1.7,153,3.55,1.44,0.13,5.62,19.03,0.27,230.41,0.27,3.959,14.663,0.0005,0.0031,0.0005,0.0033,0,0.06,0,0.03,0.0192,0.0217,0.4,0.23,5.34,,75.4,,,443.7,39.1,37.8,23.1,0.203901569,0.012623594,0.057425941,0.003426039,16.26023898,15.66926348,0.073054982,0.011639114,0.388855328,0.088745081,0.002619311,0.001059322,0.153004419,0.022243827,0.00151226,0.0006116,0.088337142,0.01284248,,0.0381,93.87,671908,33946,5109,1971,884,712,169,150,0,0,1,0,0.047327,27.99912,0.061702,0.047327,0.00307,0.017045,8.82,2.14,1395.444,20160.43,1.57,665.8608,11633.01,1.59,205.3484,2073.659,1.82,Temp_Forests
SJER_BTM,8983,0.059808134,0.052684062,4598,4385,12.04152288,0.189690198,0.375837778,0.156557039,0.620956235,0.222222222,0.537641417,0.169695008,0.529411765,1.03360597,0.413402244,1,21.65056217,55.83812438,3392,2944,218,16,856,241,146,1130,40,0.377602137,0.327730157,0.024268062,0.001781142,0.095291105,0.026828454,0.016252922,0.125793165,0.004452855,0.488144273,0.511855727,SJER,BTM,1000S_SJER,"Mediterranean Forests, Woodlands & Scrub",37.111218,-119.736475,1.013,350,3,0.32,1,7.2,0.2,52,3.81,0.58,0.06,5.35,6.58,0.129,107.04,0.129,0.998,7.736,0.001,0.0012,0.0009,0.0012,0.03,0,0.03,0,0.014,0.0149,0.32,0.19,6.61,,92.1,,,28.4,65.1,23.9,11,0.090378612,0.008347549,0.017570038,0.001549552,11.2239678,10.71732501,0.05464551,0.007159957,0.082253066,0.013318049,0.00317469,0.000364732,0.001131614,0.000529924,0.001832908,0.000210578,0.000653338,0.000305952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medit_Woodlands
